unit_id,date,kri_failed_txn_7d,kri_downtime_hours_30d,kri_queue_len_mean_14d,incidents_count_90d,sum_loss_amt_365d,days_since_last_incident,num_controls,avg_control_effectiveness,pct_controls_tested_12m,open_audit_finding_count,attrition_rate_90d,avg_tenure_months,major_release_last_30d,open_changes_count,incident_narrative,regulatory_alert_score,third_party_incident_count,target_event_30d,target_severity_amt
UNIT_101,3/7/23,3,5.04,11,2,10213.99,219,4,3.877,0.488,0,0.0102,62.18,0,0,Process failure leading to 16444 loss; root cause: human error; impacted accounts: multiple.,0.155,0,0,0
UNIT_022,5/7/24,3,8.279,18,2,3301.46,260,7,5,0.061,1,0.0167,43.8,1,0,,0.05,0,0,0
UNIT_119,6/21/24,2,2.95,9,0,283.52,347,7,3.177,0.161,0,0.0217,24.35,0,0,,0.261,0,0,0
UNIT_109,4/14/23,2,3.386,8,0,420.9,306,10,4.493,0.184,0,0.0003,84.85,0,0,,0.108,0,0,0
UNIT_045,8/1/24,2,4.083,3,0,134.83,327,19,2.009,0.226,2,0.002,1,0,0,,0.294,0,0,0
UNIT_084,2/10/24,13,7.017,17,2,2546.52,216,14,3.42,0.347,0,0.0388,3.98,0,0,,0.324,0,0,0
UNIT_108,8/7/23,2,6.668,3,2,1818.29,327,2,3.061,0.239,0,0.0419,58.47,0,0,Near miss detected during scheduled change. No loss recorded.,0.425,0,0,0
UNIT_054,10/22/23,6,4.141,16,1,4991.11,352,23,3.364,0.449,0,0.03,81.24,0,0,,0.471,0,0,0
UNIT_017,5/21/24,7,5.962,7,5,1086.72,13,4,2.871,0.387,3,0.0295,87.98,0,0,,0.189,0,0,0
UNIT_030,6/16/23,2,7.234,7,4,236.18,26,24,2.156,0.437,1,0.0373,19.16,0,0,Process failure leading to 12240 loss; root cause: human error; impacted accounts: multiple.,0.343,1,0,0
UNIT_044,8/26/24,3,6.336,11,1,4874.73,92,4,2.124,0.527,0,0.0322,19.1,0,0,,0.237,0,0,0
UNIT_044,7/15/24,3,1.707,8,2,4286.19,42,8,1,0.053,1,0.047,68.97,0,0,,0.389,0,0,0
UNIT_120,4/23/23,6,3.577,6,1,2143.98,127,10,4.487,0.096,0,0.0003,43.11,0,0,,0.045,0,0,0
UNIT_051,7/11/23,3,8.063,11,1,382.23,206,13,4.204,0.348,0,0.0186,46.09,0,1,,0.146,0,0,0
UNIT_032,1/8/23,2,1.944,9,0,15785.8,298,4,3.493,0.373,0,0.0395,4.44,0,0,,0.215,0,0,0
UNIT_057,6/25/23,3,1.587,7,1,599.79,84,13,3.313,0.145,0,0.0149,14.86,0,1,,0.03,0,0,0
UNIT_065,10/13/24,2,4.717,11,4,6977.37,134,6,3.451,0.305,1,0.0346,24.18,0,0,Process failure leading to 14227 loss; root cause: human error; impacted accounts: multiple.,0.483,0,0,0
UNIT_070,12/11/23,3,3.513,16,0,4445.05,155,17,2.492,0.611,3,0.0261,45.32,0,1,Process failure leading to 1961 loss; root cause: human error; impacted accounts: multiple.,0.155,0,0,0
UNIT_032,12/17/24,3,4.858,11,2,529.78,7,11,3.15,0.345,0,0.0381,1,0,0,,0.044,0,0,0
UNIT_023,6/4/24,1,4.71,3,2,8685.66,191,15,4.036,0.134,0,0.0393,1,1,1,,0.131,1,0,0
UNIT_027,6/17/23,4,1.335,7,1,14579.99,317,15,4.514,0.287,0,0.0328,38.08,0,1,,0.184,0,0,0
UNIT_119,2/2/24,5,3.319,6,0,1071.36,228,8,4.327,0.218,2,0.0378,63.67,1,1,,0.276,0,0,0
UNIT_109,5/13/24,2,3.609,3,2,552.33,385,13,4.197,0.264,1,0.0157,63.06,0,1,,0.063,0,0,0
UNIT_034,9/6/23,8,4.201,8,3,1303.19,338,23,2.724,0.25,0,0.0121,75.55,0,0,,0.363,0,0,0
UNIT_032,6/22/23,3,4.155,9,1,3076.49,385,8,4.544,0.056,1,0.0372,46.7,0,1,,0.257,1,0,0
UNIT_103,11/27/24,1,1.891,13,0,1280.54,105,19,4.877,0.335,0,0.0058,1,0,0,,0.119,0,0,0
UNIT_036,5/12/23,3,2.51,11,1,939.03,249,8,4.908,0.339,0,0.0439,72.12,0,0,,0.257,0,0,0
UNIT_075,11/18/24,6,2.959,8,3,7023.93,271,7,2.522,0.441,2,0.0475,5.76,0,0,,0.161,0,0,0
UNIT_031,7/4/24,5,5.167,14,1,916.99,195,5,1.825,0.447,1,0.0313,4.94,1,3,,0.245,1,0,0
UNIT_035,5/20/24,2,2.854,0,0,4711.23,278,10,3.369,0.291,0,0.0339,49.21,0,0,,0.285,0,0,0
UNIT_030,6/24/24,9,10.1,10,6,5425.42,158,29,2.797,0.197,0,0.0356,54.69,0,1,,0.213,1,0,0
UNIT_112,5/30/23,3,3.639,4,3,2138.24,260,17,1.696,0.226,2,0.0302,1,0,0,,0.396,2,0,0
UNIT_035,2/5/24,3,0.13,11,0,1495.13,68,21,3.048,0.193,0,0.0268,51.84,0,0,Process failure leading to 3504 loss; root cause: human error; impacted accounts: multiple.,0.032,0,0,0
UNIT_080,8/20/24,6,3.282,11,3,2606.15,398,17,2.584,0.272,2,0.0228,23.11,1,2,,0.359,0,0,0
UNIT_032,4/2/24,6,5.187,15,2,5272.93,399,7,3.777,0.205,0,0.022,53.24,0,0,,0.093,0,0,0
UNIT_118,3/21/24,8,6.153,17,6,693.53,107,25,3.753,0.504,0,0.0554,48.42,0,1,,0.093,0,0,0
UNIT_006,8/21/23,3,1.246,6,0,5627.69,204,25,1.05,0.083,1,0.0213,40.01,0,0,,0.195,0,0,0
UNIT_024,4/17/24,3,5.73,14,0,13760.06,278,19,4.135,0.339,0,0.0241,18.3,0,0,,0.241,0,0,0
UNIT_024,10/20/23,7,7.402,19,2,14259.34,288,24,5,0.413,1,0.0372,52.52,0,0,,0.233,1,0,0
UNIT_068,4/13/24,1,3.767,6,2,1033.12,251,10,3.386,0.099,1,0.0123,42.63,0,1,,0.151,0,0,0
UNIT_076,4/24/24,5,8.51,10,8,4287.79,253,4,3.034,0.149,0,0.0292,1,0,0,,0.706,0,0,0
UNIT_014,9/23/24,3,2.654,1,0,15212.34,137,13,3.458,0.225,0,0.0167,99.14,0,0,,0.211,0,1,4789.26
UNIT_105,5/10/23,3,5.408,7,5,3332.29,128,19,2.738,0.167,1,0.0181,16.86,0,0,Process failure leading to 3962 loss; root cause: human error; impacted accounts: multiple.,0.532,0,0,0
UNIT_035,9/13/23,4,5.791,3,2,2725.23,44,17,3.119,0.423,0,0.0293,88.37,0,0,,0.073,0,0,0
UNIT_045,10/16/24,3,1.56,8,1,139.01,108,20,2.238,0.45,1,0.011,55.06,0,0,,0.147,0,0,0
UNIT_094,12/9/24,6,5.535,5,2,1190.44,270,9,1.661,0.427,0,0.0096,88.21,0,2,,0.054,0,1,20024.53
UNIT_059,4/29/24,2,3.243,9,0,6846.1,178,13,3.342,0.084,1,0.0118,54.46,0,0,,0.069,0,0,0
UNIT_071,6/5/24,1,2.347,4,0,246.27,202,21,3.947,0.118,1,0.0298,29.41,0,0,,0.025,0,0,0
UNIT_041,4/19/24,6,3.332,6,1,1816.35,231,9,3.029,0.378,0,0.0322,124.28,0,0,Near miss detected during scheduled change. No loss recorded.,0.188,1,0,0
UNIT_105,6/6/23,2,5.622,7,2,3498.15,132,16,2.752,0.357,1,0.0321,80.27,0,0,Process failure leading to 13035 loss; root cause: human error; impacted accounts: multiple.,0.088,0,0,0
UNIT_070,11/4/24,3,5.952,13,1,6406.58,177,12,2.897,0.327,1,0.0446,81.19,0,0,,0.308,0,1,6290.81
UNIT_060,1/30/23,2,4.598,5,0,4474.08,312,9,3.368,0.452,3,0.0244,48.41,0,0,,0.094,0,0,0
UNIT_030,5/24/24,9,4.669,12,1,4418.13,54,22,3.477,0.165,1,0.0096,34.34,0,0,Near miss detected during scheduled change. No loss recorded.,0.518,1,0,0
UNIT_027,1/16/23,6,3.211,6,0,4334.38,30,24,3.346,0.194,1,0.0266,9.15,0,0,Process failure leading to 25211 loss; root cause: human error; impacted accounts: multiple.,0.315,1,0,0
UNIT_047,9/11/24,3,1.765,0,2,1308.42,67,10,1,0.495,2,0.0224,56.3,0,0,,0.201,0,1,39792.01
UNIT_056,5/16/24,6,5.046,4,1,2460.17,20,10,3.264,0.222,1,0.0102,6.84,0,0,,0.246,0,0,0
UNIT_052,10/10/24,0,5.935,9,1,1766.55,293,19,4.441,0.162,0,0.0389,41.87,0,0,,0.098,0,0,0
UNIT_058,11/22/24,1,1.503,5,0,695.02,138,17,3.351,0.14,1,0.0284,52.22,0,0,,0.091,0,0,0
UNIT_117,3/27/23,5,5.587,8,4,871.23,353,5,3.556,0.206,0,0.0264,40.34,0,1,Near miss detected during scheduled change. No loss recorded.,0.253,0,0,0
UNIT_032,9/21/23,4,4.87,9,2,4513.31,208,13,2.975,0.33,0,0.0295,33.76,0,0,,0.19,0,0,0
UNIT_077,12/30/23,6,2.958,5,1,9480.65,56,11,1.1,0.529,0,0.0059,16.22,0,0,,0.219,2,0,0
UNIT_010,4/6/24,3,7.533,2,0,1156.67,47,20,2.021,0.229,1,0.0526,74.46,0,0,,0.541,0,0,0
UNIT_062,6/21/24,5,7.065,16,2,12944.03,265,18,4.432,0.511,0,0.0068,26.14,0,0,,0.42,0,0,0
UNIT_110,4/7/24,4,4.165,8,1,2892.52,373,3,2.191,0.281,0,0.0335,67.24,0,1,,0.18,0,0,0
UNIT_112,2/24/23,3,4.136,9,0,1961.33,166,17,2.654,0.27,0,0.0416,39.71,0,0,,0.661,0,0,0
UNIT_061,4/29/23,1,2.036,12,3,862.99,151,7,3.304,0.472,0,0.0208,97.4,0,0,,0.314,1,0,0
UNIT_054,11/16/24,3,3.964,14,2,10100.67,78,28,3.08,0.261,1,0.033,1,0,0,,0.402,1,0,0
UNIT_003,3/1/23,5,2.389,5,1,6155.87,327,6,1.285,0.587,1,0.0064,6,0,0,,0.202,0,0,0
UNIT_117,10/3/24,5,5.158,16,2,5959.08,146,1,2.965,0.071,1,0.0053,46.47,0,0,,0.041,0,0,0
UNIT_057,8/26/23,3,4.716,7,1,168.26,258,16,2.395,0.129,2,0.0322,27.1,0,0,,0.529,0,0,0
UNIT_028,8/8/24,3,7.358,12,3,3199.68,60,18,4.048,0.407,0,0.0479,60.48,0,0,,0.226,0,0,0
UNIT_014,11/19/23,4,6.501,7,2,713.35,103,10,1.981,0.303,1,0.0282,6.81,0,1,,0.143,1,0,0
UNIT_027,1/31/23,0,2.526,0,1,4275.84,100,11,3.509,0.294,0,0.0194,49.14,1,2,Near miss detected during scheduled change. No loss recorded.,0.004,0,0,0
UNIT_041,1/31/24,6,4.438,10,5,1711.28,385,4,2.471,0.125,1,0.0059,93.35,0,0,,0.354,0,0,0
UNIT_101,11/18/24,2,5.308,4,3,13482.7,120,10,4.818,0.455,1,0.0123,37.51,0,0,,0.134,0,0,0
UNIT_043,3/6/23,8,5.249,17,1,2212.69,163,6,2.635,0.237,0,0.0226,8.92,0,0,Process failure leading to 894 loss; root cause: human error; impacted accounts: multiple.,0.329,0,0,0
UNIT_020,11/13/24,3,2.652,11,2,2273.7,383,6,4.422,0.08,0,0.0271,12.28,0,1,,0.128,0,0,0
UNIT_014,7/2/23,2,1.402,8,1,2969.38,21,6,3.604,0.249,1,0.0034,55.31,0,0,,0.181,0,0,0
UNIT_001,4/17/23,3,2.331,7,1,1555.4,103,3,2.397,0.433,3,0.0302,74.28,1,1,Process failure leading to 8707 loss; root cause: human error; impacted accounts: multiple.,0.357,0,0,0
UNIT_114,6/7/24,3,5.563,5,3,2469.29,336,12,3.993,0.256,0,0.0614,87.44,0,0,,0.222,0,0,0
UNIT_016,2/28/24,2,4.2,4,3,1130.95,213,11,4.248,0.215,0,0.0393,27.87,0,0,,0.314,0,0,0
UNIT_028,9/22/23,5,8.186,10,2,1214.56,320,14,3.296,0.249,0,0.0364,1,0,0,,0.079,0,1,2489.32
UNIT_114,1/1/24,1,4.508,11,3,2171.1,20,9,3.733,0.259,1,0.0431,38.68,0,0,,0.491,0,0,0
UNIT_039,5/2/24,0,3.684,2,1,4336.89,197,6,3.149,0.492,3,0.0346,45.04,0,0,,0.153,0,0,0
UNIT_074,2/8/23,6,1.932,3,2,2075.98,220,11,4.198,0.25,1,0.029,36.86,0,0,,0.051,1,0,0
UNIT_023,12/24/24,2,2.93,3,2,593.34,160,17,4.406,0.206,1,0.0307,59.37,0,0,,0.221,0,0,0
UNIT_075,6/17/23,3,4.57,8,3,808.7,170,8,2.078,0.346,0,0.0066,77.89,0,0,,0.202,1,0,0
UNIT_031,12/27/23,2,5.814,11,3,687.73,185,6,2.944,0.203,0,0,1,0,1,,0.134,1,0,0
UNIT_048,4/28/24,9,6.423,15,3,6106.68,129,11,5,0.354,1,0,21.96,0,0,,0.131,0,0,0
UNIT_081,11/4/23,4,2.926,11,0,3762.12,56,5,1,0.11,2,0.0148,37.12,0,0,,0.078,0,1,2776.76
UNIT_009,4/27/24,1,3.936,8,4,5668.57,290,3,3.055,0.183,0,0,19.22,0,0,,0.254,0,0,0
UNIT_010,3/30/24,7,7.319,15,1,258.35,258,18,1.828,0.254,1,0.0437,1,0,0,,0.058,0,0,0
UNIT_005,3/4/24,5,3.818,7,2,5307.18,59,5,3.603,0.124,0,0.004,34.12,0,0,,0.019,0,0,0
UNIT_070,11/3/23,1,6.037,6,1,3646.34,94,15,1.563,0.216,3,0.0141,37.14,0,0,,0.341,0,0,0
UNIT_019,12/1/23,2,7.841,9,3,4305.34,380,20,4.643,0.038,0,0.0096,57.43,0,0,,0.248,1,0,0
UNIT_012,4/28/23,7,4.542,11,5,977.63,43,16,2.12,0.178,0,0.0413,85.16,0,0,,0.238,0,1,17642.78
UNIT_085,6/14/23,1,3.657,5,1,599.3,229,1,3.718,0.207,1,0.012,13.92,0,0,,0.322,0,0,0
UNIT_099,6/21/24,5,3.614,19,3,19278.7,101,8,1.633,0.159,3,0.0368,9.06,0,2,,0.243,0,0,0
UNIT_092,9/7/24,1,7.323,9,4,1766.18,353,15,2.294,0.145,0,0.0277,66.51,0,0,,0.196,0,0,0
UNIT_004,2/25/23,2,3.983,8,6,12536.9,352,5,3.958,0.45,1,0.0332,41.01,0,0,,0.144,0,0,0
UNIT_049,4/15/24,5,3.697,2,1,5309.12,166,23,4.976,0.103,0,0.0017,89.88,0,0,,0.063,0,0,0
UNIT_042,12/21/24,1,4.697,12,2,3445.63,231,24,2.016,0.145,0,0.0407,20.73,0,0,,0.219,1,0,0
UNIT_043,10/25/23,4,6.45,9,0,2134.69,6,9,3.098,0.278,0,0.0059,87.09,1,0,,0.368,0,0,0
UNIT_037,11/11/24,3,3.045,2,2,281.63,112,1,3.771,0.233,2,0,52.76,0,0,,0.251,0,0,0
UNIT_093,7/25/23,3,5.155,8,3,19814.13,282,7,2.906,0.261,2,0,63.83,0,0,,0.259,0,0,0
UNIT_063,12/29/23,6,5.17,15,3,12656.46,219,13,1.733,0.13,0,0.0359,52,0,0,,0.41,0,0,0
UNIT_006,5/29/23,4,3.291,2,2,944.07,380,22,1,0.332,2,0.0049,49.4,0,0,,0.02,0,0,0
UNIT_077,10/16/24,2,3.449,6,0,660.48,179,14,1.789,0.032,3,0.0299,36.6,0,0,,0.595,1,0,0
UNIT_106,3/31/23,5,8.894,16,4,4678.16,308,17,2.717,0.411,0,0.0125,17.36,0,0,,0.392,0,0,0
UNIT_015,4/29/23,5,3.717,12,0,135.6,62,17,2.438,0.407,1,0.0175,41,1,2,,0.013,0,0,0
UNIT_095,4/11/24,4,2.637,10,0,3196.14,309,5,1,0.541,1,0.0176,54.09,0,0,,0.12,0,0,0
UNIT_062,9/21/24,7,0.338,7,4,2352.35,6,22,5,0.092,1,0.0316,51.06,0,0,,0.602,1,0,0
UNIT_101,2/13/24,4,2.514,10,4,1994.29,274,11,3.549,0.136,1,0.0273,57.03,0,1,,0.146,0,0,0
UNIT_042,2/10/23,2,6.623,12,3,4060.34,265,22,2.454,0.107,1,0.0213,41.32,0,0,,0.054,0,0,0
UNIT_115,5/2/23,5,3.307,9,2,5537.92,128,6,4.684,0.373,0,0.0346,80.04,0,0,,0.355,0,0,0
UNIT_048,12/29/24,3,4.425,8,4,9081.54,380,16,4.161,0.238,1,0.0099,66.58,0,1,,0.295,1,0,0
UNIT_044,4/2/24,3,1.899,3,0,2430.88,194,7,1,0.15,1,0.0347,34.99,0,0,,0.274,0,0,0
UNIT_020,8/6/23,3,1.984,14,1,3265.85,3,16,4.572,0.568,0,0.0238,27.67,0,0,,0.055,0,0,0
UNIT_120,7/10/24,2,1.682,10,0,198.31,30,6,4.746,0.392,0,0.005,1,0,1,,0.596,0,1,4616.38
UNIT_067,11/13/23,1,3.315,10,2,3389.72,386,16,3.792,0.034,1,0.0016,52.92,0,0,,0.128,0,0,0
UNIT_033,3/19/24,7,3.47,8,2,1927.57,136,11,3.675,0.093,0,0.0106,39.45,0,0,,0.552,2,0,0
UNIT_048,2/12/23,7,5.242,11,2,2069.67,293,12,3.732,0.333,0,0.0173,34.19,0,0,,0.283,0,0,0
UNIT_104,6/3/23,5,4.715,9,1,441.6,203,22,1.54,0.214,2,0.025,77.04,0,1,,0.171,0,0,0
UNIT_028,1/8/23,6,5.042,16,0,14336.97,125,18,3.487,0.501,0,0.0451,6.79,0,0,Process failure leading to 5128 loss; root cause: human error; impacted accounts: multiple.,0.556,0,0,0
UNIT_026,12/8/23,4,2.582,3,2,2034.72,40,16,2.512,0.675,1,0.0031,29.94,0,0,,0.069,0,0,0
UNIT_100,4/6/24,4,2.579,8,2,1615.09,141,13,3.448,0.536,0,0.0102,15.45,0,1,,0.28,1,0,0
UNIT_073,11/20/23,9,2.672,11,2,6502.21,250,4,5,0.236,0,0.0342,7.87,0,0,Process failure leading to 18991 loss; root cause: human error; impacted accounts: multiple.,0.229,0,0,0
UNIT_049,9/1/23,2,3.207,6,0,1750.92,343,19,4.118,0.521,0,0.0151,39.15,0,1,,0.218,0,0,0
UNIT_064,11/14/23,1,5.516,6,0,4624.53,300,13,1.769,0.096,2,0.0172,51,0,1,,0.267,1,0,0
UNIT_059,3/20/24,5,5.706,3,1,9245.12,247,5,3.139,0.422,1,0.0419,41.25,0,0,,0.024,0,0,0
UNIT_074,2/26/23,3,2.541,8,0,2459.48,326,6,4.322,0.304,1,0.0222,110.55,0,1,,0.302,0,0,0
UNIT_013,3/14/23,2,3.084,6,0,5474.92,24,12,3.445,0.384,0,0.0509,48.73,0,0,,0.137,0,0,0
UNIT_039,4/4/23,4,3.601,11,0,8026.34,253,5,3.388,0.34,0,0.0275,83.83,0,0,Process failure leading to 5713 loss; root cause: human error; impacted accounts: multiple.,0.082,0,0,0
UNIT_040,11/11/24,5,1.81,8,0,234.21,204,5,2.508,0.196,4,0.0162,1,0,0,,0.179,0,0,0
UNIT_071,1/18/23,1,2.644,3,1,1503.17,332,20,3.048,0.387,1,0.0288,45.19,0,0,,0.024,1,0,0
UNIT_028,12/25/23,7,6.324,8,6,4008.45,44,15,3.948,0.085,1,0.0136,25.06,0,1,Process failure leading to 11791 loss; root cause: human error; impacted accounts: multiple.,0.229,0,0,0
UNIT_048,10/30/24,3,7.017,8,2,1762.84,297,14,4.39,0.393,1,0.0242,91.68,0,1,,0.033,0,0,0
UNIT_040,5/14/24,5,3.4,10,2,41.75,111,11,1.619,0.076,0,0.0102,93.47,0,0,,0.08,0,0,0
UNIT_085,12/9/23,4,4.727,8,3,5392.44,91,2,3.909,0.154,2,0.0046,71.18,0,0,,0.374,0,0,0
UNIT_103,8/26/23,2,0,2,2,2705.94,309,10,3.676,0.208,0,0,64.99,0,0,,0.081,0,0,0
UNIT_042,7/12/23,3,2.759,11,1,6348.58,102,25,3.065,0.398,0,0.0248,22.88,0,1,Near miss detected during scheduled change. No loss recorded.,0.449,0,0,0
UNIT_120,1/19/23,5,3.889,12,3,17828.48,95,10,5,0.229,0,0.0305,39.61,0,0,,0.077,0,0,0
UNIT_071,5/9/23,0,1.324,5,0,490.2,143,17,3.001,0.339,1,0.0118,45.75,0,2,,0.262,0,0,0
UNIT_079,2/15/24,2,4.152,9,3,17605.4,263,15,2.723,0.351,0,0.0344,41,0,0,,0.335,0,0,0
UNIT_111,9/17/24,6,3.237,6,5,8331.85,275,7,3.382,0.358,1,0.0085,46.18,0,0,,0.139,0,1,10774.18
UNIT_030,7/22/24,5,5.598,16,1,11473.27,97,21,3.069,0.465,2,0.0378,37.42,0,0,,0.274,0,0,0
UNIT_096,6/7/24,0,2.59,6,1,6022.72,244,19,4.463,0.168,0,0.0221,54.61,0,0,,0.03,0,0,0
UNIT_005,11/29/24,3,2.548,17,1,4624.99,241,1,3.94,0.157,0,0.0246,41.11,0,1,,0.047,0,0,0
UNIT_051,5/2/24,2,1.896,14,1,8220.44,148,10,4.526,0.225,0,0.0204,145.33,0,0,,0.473,1,0,0
UNIT_074,3/5/24,2,4.768,18,1,864.54,397,12,4.264,0.409,0,0,1,0,0,,0.259,0,0,0
UNIT_047,1/23/24,0,2.104,7,3,18441.31,141,11,2.419,0.098,2,0.0171,64.53,0,0,,0.757,0,0,0
UNIT_118,5/23/23,9,5.443,17,3,4886.02,84,22,4.396,0.358,0,0,33.54,0,0,,0.356,1,0,0
UNIT_057,5/22/23,2,3.154,13,2,135.36,115,9,2.82,0.324,2,0.0452,90.25,1,3,Near miss detected during scheduled change. No loss recorded.,0.124,0,0,0
UNIT_028,7/10/24,2,4.844,12,1,2345.13,112,17,3.295,0.214,0,0.0404,56.32,0,1,,0.373,0,0,0
UNIT_006,7/1/24,4,6.743,4,2,9406.75,266,30,1.681,0.326,1,0.0134,47.37,0,0,,0.129,0,0,0
UNIT_089,1/18/23,5,4.477,7,5,10206.88,128,17,4.281,0.098,0,0.0074,41.66,0,1,,0.197,1,0,0
UNIT_005,4/19/24,3,1.803,13,2,6656.45,368,3,3.789,0.452,0,0.0355,114.83,0,0,,0.278,0,0,0
UNIT_074,8/3/23,5,4.354,11,0,702.7,171,8,4.519,0.477,0,0.0035,76.43,0,0,,0.195,0,0,0
UNIT_051,10/5/24,2,6.349,5,1,1355.78,152,12,2.756,0.436,1,0.0189,24.97,0,2,,0.283,0,0,0
UNIT_004,12/17/23,6,4.796,15,3,3402.55,87,6,4.174,0.218,1,0.0165,1,0,1,,0.182,0,0,0
UNIT_072,10/8/23,3,0,5,1,2510.18,387,6,2.033,0.269,2,0.0325,13.7,0,1,,0.252,0,0,0
UNIT_063,10/24/23,4,3.511,11,1,6248.91,196,8,3.018,0.085,2,0.0326,1.02,0,0,,0.541,0,0,0
UNIT_046,4/6/24,4,4.443,10,1,1106.42,156,15,4.468,0.184,1,0.0296,3.12,0,0,Near miss detected during scheduled change. No loss recorded.,0.224,0,0,0
UNIT_021,10/5/24,11,6.798,17,7,1440.18,326,7,3.001,0.075,0,0.0219,27.05,0,0,,0.328,0,0,0
UNIT_073,2/4/23,1,4.115,11,2,9006.27,67,3,4.389,0.022,1,0.037,42.48,0,0,,0.24,0,0,0
UNIT_004,5/14/23,5,2.824,8,4,3275.11,291,8,3.981,0.102,1,0,54.24,0,0,,0.19,0,0,0
UNIT_052,6/28/24,3,2.212,4,1,3809.98,261,21,4.166,0.183,1,0.0201,101.4,0,0,,0.209,0,0,0
UNIT_092,7/28/24,4,6.376,10,1,553.97,166,19,2.294,0.064,0,0.0221,56.44,0,0,,0.26,1,0,0
UNIT_085,11/1/23,5,2.754,7,1,1007.89,156,6,3.465,0.408,1,0.0182,34.51,0,0,,0.385,0,0,0
UNIT_065,1/5/24,4,8.496,10,1,5181.44,313,4,3.108,0.575,2,0.0386,59.79,0,0,,0.498,1,0,0
UNIT_074,3/7/23,1,1.808,7,0,1885.21,66,5,4.239,0.171,0,0,35.8,0,0,,0.275,1,0,0
UNIT_067,11/5/24,5,6.671,9,3,1840.84,235,22,4.372,0.158,1,0.027,7.64,0,0,,0.502,2,0,0
UNIT_096,11/30/24,2,2.455,7,2,4417.91,145,18,3.799,0.141,2,0.0288,51.85,0,0,,0.36,1,0,0
UNIT_069,12/28/23,7,5.242,13,2,8416.19,277,13,4.576,0.585,1,0.0381,48,0,0,Process failure leading to 5980 loss; root cause: human error; impacted accounts: multiple.,0.147,0,0,0
UNIT_008,1/9/23,2,2.554,10,1,6215.56,31,3,4.351,0.14,1,0.0188,36.7,0,0,,0.461,0,0,0
UNIT_092,10/21/24,3,3.547,6,3,518.51,110,13,1.135,0.329,1,0.0188,1,0,2,,0.084,0,0,0
UNIT_035,8/2/24,1,2.88,11,1,2555.92,89,15,4.137,0.12,1,0.036,71.32,0,0,,0.08,0,0,0
UNIT_053,8/5/24,2,5.783,6,1,1583.44,355,13,3.471,0.156,1,0.0034,56.93,0,0,,0.568,1,0,0
UNIT_110,6/5/23,1,4.188,5,2,209.69,276,5,1.442,0.187,0,0.0271,43.91,0,0,Process failure leading to 2839 loss; root cause: human error; impacted accounts: multiple.,0.587,0,0,0
UNIT_035,5/9/23,1,0,9,0,551.7,8,22,4.156,0.531,1,0.0282,60.59,0,0,,0.01,0,0,0
UNIT_118,7/25/23,5,7.732,14,0,523.86,367,20,4.123,0.268,0,0.034,6.69,0,1,,0.54,1,0,0
UNIT_067,2/19/24,5,4.184,7,2,3194.74,243,16,4.882,0.312,0,0.0093,50.96,0,0,,0.152,0,0,0
UNIT_035,7/23/23,3,1.97,10,3,757.85,35,17,4.339,0.274,0,0.0345,56.95,0,0,,0.109,0,0,0
UNIT_041,12/6/23,5,4.307,6,3,13907.02,237,13,2.663,0.09,1,0.0174,23.3,0,1,Process failure leading to 21084 loss; root cause: human error; impacted accounts: multiple.,0.573,0,0,0
UNIT_033,1/3/24,2,2.702,9,4,3720.57,221,5,2.823,0.038,1,0.0433,37.1,0,0,,0.11,0,0,0
UNIT_041,9/18/24,3,3.538,6,2,7791.82,243,8,2.719,0.135,0,0.0184,85.93,0,0,,0.057,0,0,0
UNIT_107,6/26/23,2,3.492,9,2,6515.67,26,1,3.106,0.074,0,0.0281,39.77,0,0,,0.152,0,0,0
UNIT_090,3/26/24,8,7.588,15,2,10009.68,116,6,3.278,0.512,1,0.0314,63.85,0,0,Process failure leading to 1332 loss; root cause: human error; impacted accounts: multiple.,0.477,1,0,0
UNIT_067,10/27/23,3,5.113,7,0,4491.05,374,20,4.371,0.554,0,0.0285,27.87,0,0,Process failure leading to 25171 loss; root cause: human error; impacted accounts: multiple.,0.045,0,0,0
UNIT_099,3/27/23,8,7.34,19,4,3883.38,12,13,2.406,0.036,0,0.026,65.5,0,0,Process failure leading to 5717 loss; root cause: human error; impacted accounts: multiple.,0.506,1,0,0
UNIT_112,8/29/24,1,2.964,9,0,2327.86,334,15,2.246,0.625,1,0.0441,66.64,0,0,,0.351,0,1,3150.29
UNIT_026,8/21/24,5,3.659,11,1,3073.98,113,13,1.012,0.099,2,0.0075,15.79,0,0,,0.308,0,0,0
UNIT_112,9/3/24,3,3.267,4,0,9616.31,376,16,1.98,0.12,1,0.0456,40.76,0,1,,0.292,0,0,0
UNIT_045,4/9/24,0,4.429,2,0,182.66,195,20,1.449,0.505,2,0.0094,41.34,0,0,,0.008,0,0,0
UNIT_104,11/24/23,3,2.111,2,2,454.56,74,28,2.186,0.213,0,0.0169,67.04,0,0,,0.117,0,0,0
UNIT_012,2/25/23,5,5.022,5,4,21751.86,208,21,2.348,0.364,3,0.0129,31.62,0,0,,0.172,0,0,0
UNIT_101,4/28/23,2,4.932,11,1,958.18,374,12,3.088,0.138,0,0.0081,23.66,0,0,Near miss detected during scheduled change. No loss recorded.,0.164,1,0,0
UNIT_105,11/21/23,2,5.24,5,1,8876.06,326,17,2.897,0.651,1,0.0099,23.81,0,1,,0.311,0,0,0
